policy_index,policy_id,uniform_headway_min,span_id,span_start_min,span_end_min,span_minutes,calendar_id,annual_service_days,recovery_min,extension_share,headway_status,span_status,calendar_status,recovery_status,extension_share_status,production_status,fleet_status,exact_timetable,s8_phase_selected
249,SP2_ebecd58a7b7396,20,S8_EXTENDED_0530_2400,330,1440,1110,IDEALISED_DAILY_YEAR,365,5,1.00,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE_NOT_ACTUAL_CALENDAR,ASSUMPTION_SENSITIVITY,ASSUMPTION_DESIGN_SPACE,MODEL_OUTPUT_CONTINUOUS_CLOCKFACE_PRODUCTION_APPROXIMATION,MODEL_OUTPUT_LOWER_BOUND_NOT_VEHICLE_BLOCK_PLAN,false,false
250,SP2_a7830b372f2934,20,S8_EXTENDED_0530_2400,330,1440,1110,IDEALISED_DAILY_YEAR,365,10,1.00,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE_NOT_ACTUAL_CALENDAR,ASSUMPTION_SENSITIVITY,ASSUMPTION_DESIGN_SPACE,MODEL_OUTPUT_CONTINUOUS_CLOCKFACE_PRODUCTION_APPROXIMATION,MODEL_OUTPUT_LOWER_BOUND_NOT_VEHICLE_BLOCK_PLAN,false,false
251,SP2_366a6d7873c536,20,S8_EXTENDED_0530_2400,330,1440,1110,IDEALISED_DAILY_YEAR,365,15,1.00,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE_NOT_ACTUAL_CALENDAR,ASSUMPTION_SENSITIVITY,ASSUMPTION_DESIGN_SPACE,MODEL_OUTPUT_CONTINUOUS_CLOCKFACE_PRODUCTION_APPROXIMATION,MODEL_OUTPUT_LOWER_BOUND_NOT_VEHICLE_BLOCK_PLAN,false,false
252,SP2_d7e7cc5b4b0d4c,30,CORE_0600_2200,360,1320,960,IDEALISED_5_DAY_52_WEEK,260,5,1.00,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE_NOT_ACTUAL_CALENDAR,ASSUMPTION_SENSITIVITY,ASSUMPTION_DESIGN_SPACE,MODEL_OUTPUT_CONTINUOUS_CLOCKFACE_PRODUCTION_APPROXIMATION,MODEL_OUTPUT_LOWER_BOUND_NOT_VEHICLE_BLOCK_PLAN,false,false
253,SP2_4e67b82cf5fc6b,30,CORE_0600_2200,360,1320,960,IDEALISED_5_DAY_52_WEEK,260,10,1.00,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE_NOT_ACTUAL_CALENDAR,ASSUMPTION_SENSITIVITY,ASSUMPTION_DESIGN_SPACE,MODEL_OUTPUT_CONTINUOUS_CLOCKFACE_PRODUCTION_APPROXIMATION,MODEL_OUTPUT_LOWER_BOUND_NOT_VEHICLE_BLOCK_PLAN,false,false
254,SP2_d639f23d93866c,30,CORE_0600_2200,360,1320,960,IDEALISED_5_DAY_52_WEEK,260,15,1.00,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE_NOT_ACTUAL_CALENDAR,ASSUMPTION_SENSITIVITY,ASSUMPTION_DESIGN_SPACE,MODEL_OUTPUT_CONTINUOUS_CLOCKFACE_PRODUCTION_APPROXIMATION,MODEL_OUTPUT_LOWER_BOUND_NOT_VEHICLE_BLOCK_PLAN,false,false
255,SP2_192376ef86a8a5,30,CORE_0600_2200,360,1320,960,IDEALISED_6_DAY_52_WEEK,312,5,1.00,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE_NOT_ACTUAL_CALENDAR,ASSUMPTION_SENSITIVITY,ASSUMPTION_DESIGN_SPACE,MODEL_OUTPUT_CONTINUOUS_CLOCKFACE_PRODUCTION_APPROXIMATION,MODEL_OUTPUT_LOWER_BOUND_NOT_VEHICLE_BLOCK_PLAN,false,false
256,SP2_ffbacd46b9547f,30,CORE_0600_2200,360,1320,960,IDEALISED_6_DAY_52_WEEK,312,10,1.00,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE_NOT_ACTUAL_CALENDAR,ASSUMPTION_SENSITIVITY,ASSUMPTION_DESIGN_SPACE,MODEL_OUTPUT_CONTINUOUS_CLOCKFACE_PRODUCTION_APPROXIMATION,MODEL_OUTPUT_LOWER_BOUND_NOT_VEHICLE_BLOCK_PLAN,false,false
257,SP2_9d28ca0e0dd810,30,CORE_0600_2200,360,1320,960,IDEALISED_6_DAY_52_WEEK,312,15,1.00,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE_NOT_ACTUAL_CALENDAR,ASSUMPTION_SENSITIVITY,ASSUMPTION_DESIGN_SPACE,MODEL_OUTPUT_CONTINUOUS_CLOCKFACE_PRODUCTION_APPROXIMATION,MODEL_OUTPUT_LOWER_BOUND_NOT_VEHICLE_BLOCK_PLAN,false,false
258,SP2_911da8c73b168e,30,CORE_0600_2200,360,1320,960,IDEALISED_DAILY_YEAR,365,5,1.00,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE_NOT_ACTUAL_CALENDAR,ASSUMPTION_SENSITIVITY,ASSUMPTION_DESIGN_SPACE,MODEL_OUTPUT_CONTINUOUS_CLOCKFACE_PRODUCTION_APPROXIMATION,MODEL_OUTPUT_LOWER_BOUND_NOT_VEHICLE_BLOCK_PLAN,false,false
259,SP2_8270fd1e5ee017,30,CORE_0600_2200,360,1320,960,IDEALISED_DAILY_YEAR,365,10,1.00,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE_NOT_ACTUAL_CALENDAR,ASSUMPTION_SENSITIVITY,ASSUMPTION_DESIGN_SPACE,MODEL_OUTPUT_CONTINUOUS_CLOCKFACE_PRODUCTION_APPROXIMATION,MODEL_OUTPUT_LOWER_BOUND_NOT_VEHICLE_BLOCK_PLAN,false,false
260,SP2_3cebba48e8b888,30,CORE_0600_2200,360,1320,960,IDEALISED_DAILY_YEAR,365,15,1.00,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE_NOT_ACTUAL_CALENDAR,ASSUMPTION_SENSITIVITY,ASSUMPTION_DESIGN_SPACE,MODEL_OUTPUT_CONTINUOUS_CLOCKFACE_PRODUCTION_APPROXIMATION,MODEL_OUTPUT_LOWER_BOUND_NOT_VEHICLE_BLOCK_PLAN,false,false
261,SP2_63149a2b57a6cc,30,S8_EXTENDED_0530_2400,330,1440,1110,IDEALISED_5_DAY_52_WEEK,260,5,1.00,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE_NOT_ACTUAL_CALENDAR,ASSUMPTION_SENSITIVITY,ASSUMPTION_DESIGN_SPACE,MODEL_OUTPUT_CONTINUOUS_CLOCKFACE_PRODUCTION_APPROXIMATION,MODEL_OUTPUT_LOWER_BOUND_NOT_VEHICLE_BLOCK_PLAN,false,false
262,SP2_f531ab937e3ddb,30,S8_EXTENDED_0530_2400,330,1440,1110,IDEALISED_5_DAY_52_WEEK,260,10,1.00,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE_NOT_ACTUAL_CALENDAR,ASSUMPTION_SENSITIVITY,ASSUMPTION_DESIGN_SPACE,MODEL_OUTPUT_CONTINUOUS_CLOCKFACE_PRODUCTION_APPROXIMATION,MODEL_OUTPUT_LOWER_BOUND_NOT_VEHICLE_BLOCK_PLAN,false,false
263,SP2_2b7b6956ce8726,30,S8_EXTENDED_0530_2400,330,1440,1110,IDEALISED_5_DAY_52_WEEK,260,15,1.00,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE_NOT_ACTUAL_CALENDAR,ASSUMPTION_SENSITIVITY,ASSUMPTION_DESIGN_SPACE,MODEL_OUTPUT_CONTINUOUS_CLOCKFACE_PRODUCTION_APPROXIMATION,MODEL_OUTPUT_LOWER_BOUND_NOT_VEHICLE_BLOCK_PLAN,false,false
264,SP2_d7b629d4f7d810,30,S8_EXTENDED_0530_2400,330,1440,1110,IDEALISED_6_DAY_52_WEEK,312,5,1.00,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE_NOT_ACTUAL_CALENDAR,ASSUMPTION_SENSITIVITY,ASSUMPTION_DESIGN_SPACE,MODEL_OUTPUT_CONTINUOUS_CLOCKFACE_PRODUCTION_APPROXIMATION,MODEL_OUTPUT_LOWER_BOUND_NOT_VEHICLE_BLOCK_PLAN,false,false
265,SP2_f45ad60cc103eb,30,S8_EXTENDED_0530_2400,330,1440,1110,IDEALISED_6_DAY_52_WEEK,312,10,1.00,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE_NOT_ACTUAL_CALENDAR,ASSUMPTION_SENSITIVITY,ASSUMPTION_DESIGN_SPACE,MODEL_OUTPUT_CONTINUOUS_CLOCKFACE_PRODUCTION_APPROXIMATION,MODEL_OUTPUT_LOWER_BOUND_NOT_VEHICLE_BLOCK_PLAN,false,false
266,SP2_16c806f88a83b4,30,S8_EXTENDED_0530_2400,330,1440,1110,IDEALISED_6_DAY_52_WEEK,312,15,1.00,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE_NOT_ACTUAL_CALENDAR,ASSUMPTION_SENSITIVITY,ASSUMPTION_DESIGN_SPACE,MODEL_OUTPUT_CONTINUOUS_CLOCKFACE_PRODUCTION_APPROXIMATION,MODEL_OUTPUT_LOWER_BOUND_NOT_VEHICLE_BLOCK_PLAN,false,false
267,SP2_7bba6091eddef4,30,S8_EXTENDED_0530_2400,330,1440,1110,IDEALISED_DAILY_YEAR,365,5,1.00,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE_NOT_ACTUAL_CALENDAR,ASSUMPTION_SENSITIVITY,ASSUMPTION_DESIGN_SPACE,MODEL_OUTPUT_CONTINUOUS_CLOCKFACE_PRODUCTION_APPROXIMATION,MODEL_OUTPUT_LOWER_BOUND_NOT_VEHICLE_BLOCK_PLAN,false,false
268,SP2_103496ea55eac6,30,S8_EXTENDED_0530_2400,330,1440,1110,IDEALISED_DAILY_YEAR,365,10,1.00,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE_NOT_ACTUAL_CALENDAR,ASSUMPTION_SENSITIVITY,ASSUMPTION_DESIGN_SPACE,MODEL_OUTPUT_CONTINUOUS_CLOCKFACE_PRODUCTION_APPROXIMATION,MODEL_OUTPUT_LOWER_BOUND_NOT_VEHICLE_BLOCK_PLAN,false,false
269,SP2_c1898647a57b13,30,S8_EXTENDED_0530_2400,330,1440,1110,IDEALISED_DAILY_YEAR,365,15,1.00,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE_NOT_ACTUAL_CALENDAR,ASSUMPTION_SENSITIVITY,ASSUMPTION_DESIGN_SPACE,MODEL_OUTPUT_CONTINUOUS_CLOCKFACE_PRODUCTION_APPROXIMATION,MODEL_OUTPUT_LOWER_BOUND_NOT_VEHICLE_BLOCK_PLAN,false,false
270,SP2_d7f5e4cd2a8758,60,CORE_0600_2200,360,1320,960,IDEALISED_5_DAY_52_WEEK,260,5,1.00,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE_NOT_ACTUAL_CALENDAR,ASSUMPTION_SENSITIVITY,ASSUMPTION_DESIGN_SPACE,MODEL_OUTPUT_CONTINUOUS_CLOCKFACE_PRODUCTION_APPROXIMATION,MODEL_OUTPUT_LOWER_BOUND_NOT_VEHICLE_BLOCK_PLAN,false,false
271,SP2_b6b277d38ec843,60,CORE_0600_2200,360,1320,960,IDEALISED_5_DAY_52_WEEK,260,10,1.00,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE_NOT_ACTUAL_CALENDAR,ASSUMPTION_SENSITIVITY,ASSUMPTION_DESIGN_SPACE,MODEL_OUTPUT_CONTINUOUS_CLOCKFACE_PRODUCTION_APPROXIMATION,MODEL_OUTPUT_LOWER_BOUND_NOT_VEHICLE_BLOCK_PLAN,false,false
272,SP2_305da4a0235a10,60,CORE_0600_2200,360,1320,960,IDEALISED_5_DAY_52_WEEK,260,15,1.00,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE_NOT_ACTUAL_CALENDAR,ASSUMPTION_SENSITIVITY,ASSUMPTION_DESIGN_SPACE,MODEL_OUTPUT_CONTINUOUS_CLOCKFACE_PRODUCTION_APPROXIMATION,MODEL_OUTPUT_LOWER_BOUND_NOT_VEHICLE_BLOCK_PLAN,false,false
273,SP2_230ff2e5d3b733,60,CORE_0600_2200,360,1320,960,IDEALISED_6_DAY_52_WEEK,312,5,1.00,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE_NOT_ACTUAL_CALENDAR,ASSUMPTION_SENSITIVITY,ASSUMPTION_DESIGN_SPACE,MODEL_OUTPUT_CONTINUOUS_CLOCKFACE_PRODUCTION_APPROXIMATION,MODEL_OUTPUT_LOWER_BOUND_NOT_VEHICLE_BLOCK_PLAN,false,false
274,SP2_ae03809076c5a8,60,CORE_0600_2200,360,1320,960,IDEALISED_6_DAY_52_WEEK,312,10,1.00,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE_NOT_ACTUAL_CALENDAR,ASSUMPTION_SENSITIVITY,ASSUMPTION_DESIGN_SPACE,MODEL_OUTPUT_CONTINUOUS_CLOCKFACE_PRODUCTION_APPROXIMATION,MODEL_OUTPUT_LOWER_BOUND_NOT_VEHICLE_BLOCK_PLAN,false,false
275,SP2_848b5659d00a6f,60,CORE_0600_2200,360,1320,960,IDEALISED_6_DAY_52_WEEK,312,15,1.00,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE_NOT_ACTUAL_CALENDAR,ASSUMPTION_SENSITIVITY,ASSUMPTION_DESIGN_SPACE,MODEL_OUTPUT_CONTINUOUS_CLOCKFACE_PRODUCTION_APPROXIMATION,MODEL_OUTPUT_LOWER_BOUND_NOT_VEHICLE_BLOCK_PLAN,false,false
276,SP2_13053796cd4a20,60,CORE_0600_2200,360,1320,960,IDEALISED_DAILY_YEAR,365,5,1.00,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE_NOT_ACTUAL_CALENDAR,ASSUMPTION_SENSITIVITY,ASSUMPTION_DESIGN_SPACE,MODEL_OUTPUT_CONTINUOUS_CLOCKFACE_PRODUCTION_APPROXIMATION,MODEL_OUTPUT_LOWER_BOUND_NOT_VEHICLE_BLOCK_PLAN,false,false
277,SP2_1ca35d5f4219af,60,CORE_0600_2200,360,1320,960,IDEALISED_DAILY_YEAR,365,10,1.00,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE_NOT_ACTUAL_CALENDAR,ASSUMPTION_SENSITIVITY,ASSUMPTION_DESIGN_SPACE,MODEL_OUTPUT_CONTINUOUS_CLOCKFACE_PRODUCTION_APPROXIMATION,MODEL_OUTPUT_LOWER_BOUND_NOT_VEHICLE_BLOCK_PLAN,false,false
278,SP2_c7d9deb9b5037d,60,CORE_0600_2200,360,1320,960,IDEALISED_DAILY_YEAR,365,15,1.00,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE_NOT_ACTUAL_CALENDAR,ASSUMPTION_SENSITIVITY,ASSUMPTION_DESIGN_SPACE,MODEL_OUTPUT_CONTINUOUS_CLOCKFACE_PRODUCTION_APPROXIMATION,MODEL_OUTPUT_LOWER_BOUND_NOT_VEHICLE_BLOCK_PLAN,false,false
279,SP2_259d62384205d7,60,S8_EXTENDED_0530_2400,330,1440,1110,IDEALISED_5_DAY_52_WEEK,260,5,1.00,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE_NOT_ACTUAL_CALENDAR,ASSUMPTION_SENSITIVITY,ASSUMPTION_DESIGN_SPACE,MODEL_OUTPUT_CONTINUOUS_CLOCKFACE_PRODUCTION_APPROXIMATION,MODEL_OUTPUT_LOWER_BOUND_NOT_VEHICLE_BLOCK_PLAN,false,false
280,SP2_c621cb6612dcdc,60,S8_EXTENDED_0530_2400,330,1440,1110,IDEALISED_5_DAY_52_WEEK,260,10,1.00,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE_NOT_ACTUAL_CALENDAR,ASSUMPTION_SENSITIVITY,ASSUMPTION_DESIGN_SPACE,MODEL_OUTPUT_CONTINUOUS_CLOCKFACE_PRODUCTION_APPROXIMATION,MODEL_OUTPUT_LOWER_BOUND_NOT_VEHICLE_BLOCK_PLAN,false,false
281,SP2_2b0f4f690795c7,60,S8_EXTENDED_0530_2400,330,1440,1110,IDEALISED_5_DAY_52_WEEK,260,15,1.00,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE_NOT_ACTUAL_CALENDAR,ASSUMPTION_SENSITIVITY,ASSUMPTION_DESIGN_SPACE,MODEL_OUTPUT_CONTINUOUS_CLOCKFACE_PRODUCTION_APPROXIMATION,MODEL_OUTPUT_LOWER_BOUND_NOT_VEHICLE_BLOCK_PLAN,false,false
282,SP2_3881bd2e5fb6d4,60,S8_EXTENDED_0530_2400,330,1440,1110,IDEALISED_6_DAY_52_WEEK,312,5,1.00,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE_NOT_ACTUAL_CALENDAR,ASSUMPTION_SENSITIVITY,ASSUMPTION_DESIGN_SPACE,MODEL_OUTPUT_CONTINUOUS_CLOCKFACE_PRODUCTION_APPROXIMATION,MODEL_OUTPUT_LOWER_BOUND_NOT_VEHICLE_BLOCK_PLAN,false,false
283,SP2_b91880cbd8814c,60,S8_EXTENDED_0530_2400,330,1440,1110,IDEALISED_6_DAY_52_WEEK,312,10,1.00,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE_NOT_ACTUAL_CALENDAR,ASSUMPTION_SENSITIVITY,ASSUMPTION_DESIGN_SPACE,MODEL_OUTPUT_CONTINUOUS_CLOCKFACE_PRODUCTION_APPROXIMATION,MODEL_OUTPUT_LOWER_BOUND_NOT_VEHICLE_BLOCK_PLAN,false,false
284,SP2_25295818475953,60,S8_EXTENDED_0530_2400,330,1440,1110,IDEALISED_6_DAY_52_WEEK,312,15,1.00,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE_NOT_ACTUAL_CALENDAR,ASSUMPTION_SENSITIVITY,ASSUMPTION_DESIGN_SPACE,MODEL_OUTPUT_CONTINUOUS_CLOCKFACE_PRODUCTION_APPROXIMATION,MODEL_OUTPUT_LOWER_BOUND_NOT_VEHICLE_BLOCK_PLAN,false,false
285,SP2_13290ccbe14d85,60,S8_EXTENDED_0530_2400,330,1440,1110,IDEALISED_DAILY_YEAR,365,5,1.00,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE_NOT_ACTUAL_CALENDAR,ASSUMPTION_SENSITIVITY,ASSUMPTION_DESIGN_SPACE,MODEL_OUTPUT_CONTINUOUS_CLOCKFACE_PRODUCTION_APPROXIMATION,MODEL_OUTPUT_LOWER_BOUND_NOT_VEHICLE_BLOCK_PLAN,false,false
286,SP2_35e799f45f1e83,60,S8_EXTENDED_0530_2400,330,1440,1110,IDEALISED_DAILY_YEAR,365,10,1.00,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE_NOT_ACTUAL_CALENDAR,ASSUMPTION_SENSITIVITY,ASSUMPTION_DESIGN_SPACE,MODEL_OUTPUT_CONTINUOUS_CLOCKFACE_PRODUCTION_APPROXIMATION,MODEL_OUTPUT_LOWER_BOUND_NOT_VEHICLE_BLOCK_PLAN,false,false
287,SP2_606c0b93e90b43,60,S8_EXTENDED_0530_2400,330,1440,1110,IDEALISED_DAILY_YEAR,365,15,1.00,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE_NOT_ACTUAL_CALENDAR,ASSUMPTION_SENSITIVITY,ASSUMPTION_DESIGN_SPACE,MODEL_OUTPUT_CONTINUOUS_CLOCKFACE_PRODUCTION_APPROXIMATION,MODEL_OUTPUT_LOWER_BOUND_NOT_VEHICLE_BLOCK_PLAN,false,false
