cell_id,lat,lon,elevation_m,comune,frazione,pop_raw,pop_calibrated
CELL_01131,45.7289,9.3654,340.1,La Valletta Brianza,Rovagnate,17.934,3.92
CELL_01132,45.7289,9.3667,338.1,La Valletta Brianza,Rovagnate,18.948,4.14
CELL_01133,45.7289,9.368,343.3,La Valletta Brianza,Rovagnate,19.527,4.27
CELL_01134,45.7289,9.3693,369.2,Olgiate Molgora,San Zeno,5.441,1.21
CELL_01135,45.7289,9.3706,365.6,Olgiate Molgora,San Zeno,6.711,1.49
CELL_01136,45.7289,9.3719,367.8,Olgiate Molgora,San Zeno,7.819,1.74
CELL_01137,45.7289,9.3732,366.0,Olgiate Molgora,San Zeno,9.491,2.11
CELL_01138,45.7289,9.3745,365.6,Olgiate Molgora,San Zeno,11.105,2.47
CELL_01139,45.7289,9.3758,365.5,Olgiate Molgora,San Zeno,13.192,2.93
CELL_01140,45.7289,9.3771,365.2,Olgiate Molgora,San Zeno,15.638,3.48
CELL_01141,45.7289,9.3784,364.8,Olgiate Molgora,San Zeno,17.644,3.92
CELL_01142,45.7289,9.3797,364.1,Olgiate Molgora,San Zeno,19.617,4.36
CELL_01143,45.7289,9.381,367.7,Olgiate Molgora,San Zeno,20.98,4.67
CELL_01144,45.7289,9.3823,361.7,Olgiate Molgora,San Zeno,21.063,4.69
CELL_01145,45.7289,9.3836,366.7,Olgiate Molgora,San Zeno,20.589,4.58
CELL_01146,45.7289,9.3849,366.6,Olgiate Molgora,San Zeno,19.096,4.25
CELL_01147,45.7289,9.3862,367.9,Olgiate Molgora,San Zeno,16.841,3.75
CELL_01148,45.7289,9.3875,368.7,Olgiate Molgora,San Zeno,14.791,3.29
CELL_01149,45.7289,9.3888,364.5,Olgiate Molgora,San Zeno,12.675,2.82
CELL_01150,45.7289,9.3901,366.7,Olgiate Molgora,San Zeno,10.534,2.34
CELL_01151,45.7289,9.3914,361.9,Olgiate Molgora,San Zeno,9.117,2.03
CELL_01152,45.7289,9.3927,287.4,Olgiate Molgora,Olgiate Centro,41.567,9.25
CELL_01153,45.7289,9.394,292.6,Olgiate Molgora,Olgiate Centro,49.852,11.09
CELL_01154,45.7289,9.3953,278.5,Olgiate Molgora,Olgiate Centro,59.391,13.21
CELL_01155,45.7289,9.3966,281.9,Olgiate Molgora,Olgiate Centro,69.723,15.51
CELL_01156,45.7289,9.3979,286.5,Olgiate Molgora,Olgiate Centro,80.253,17.85
CELL_01157,45.7289,9.3992,285.9,Olgiate Molgora,Olgiate Centro,89.765,19.97
CELL_01158,45.7289,9.4005,289.7,Olgiate Molgora,Olgiate Centro,97.037,21.58
CELL_01159,45.7289,9.4018,285.1,Olgiate Molgora,Olgiate Centro,100.113,22.27
CELL_01160,45.7289,9.4031,290.8,Olgiate Molgora,Olgiate Centro,98.418,21.89
CELL_01161,45.7289,9.4044,286.3,Olgiate Molgora,Olgiate Centro,92.23,20.52
CELL_01162,45.7289,9.4057,283.3,Olgiate Molgora,Olgiate Centro,83.527,18.58
CELL_01163,45.7289,9.407,282.7,Calco,Calco Centro,95.816,18.51
CELL_01164,45.7289,9.4083,279.4,Calco,Calco Centro,114.084,22.04
CELL_01165,45.7289,9.4096,277.8,Calco,Calco Centro,132.268,25.55
CELL_01166,45.7289,9.4109,282.1,Calco,Calco Centro,147.382,28.47
CELL_01167,45.7289,9.4122,282.0,Calco,Calco Centro,154.334,29.82
CELL_01168,45.7289,9.4135,280.0,Calco,Calco Centro,150.591,29.09
CELL_01169,45.7289,9.4148,317.3,Calco,Calco Superiore,22.305,4.31
CELL_01170,45.7289,9.4161,315.1,Calco,Calco Superiore,27.532,5.32
CELL_01171,45.7289,9.4174,316.1,Calco,Calco Superiore,34.172,6.6
CELL_01172,45.7289,9.4187,320.5,Calco,Calco Superiore,42.763,8.26
CELL_01173,45.7289,9.42,319.6,Calco,Calco Superiore,40.564,7.84
CELL_01174,45.7289,9.4213,325.5,Calco,Calco Superiore,32.684,6.31
CELL_01175,45.7289,9.4226,323.2,Calco,Calco Superiore,26.193,5.06
CELL_01176,45.7289,9.4239,315.8,Calco,Calco Superiore,20.918,4.04
CELL_01177,45.7289,9.4252,316.0,Calco,Calco Superiore,16.706,3.23
CELL_01178,45.7289,9.4265,315.0,Calco,Calco Superiore,13.494,2.61
CELL_01179,45.7289,9.4278,318.3,Calco,Calco Superiore,10.901,2.11
CELL_01180,45.7289,9.4291,318.7,Calco,Calco Superiore,8.782,1.7
CELL_01181,45.7289,9.4304,247.2,Brivio,Beverate,20.966,3.04
CELL_01182,45.7289,9.4317,246.2,Brivio,Beverate,18.41,2.67
CELL_01183,45.7289,9.433,246.2,Brivio,Beverate,15.781,2.29
CELL_01184,45.7289,9.4343,248.0,Brivio,Beverate,13.546,1.96
CELL_01185,45.7289,9.4356,249.0,Brivio,Beverate,11.546,1.67
CELL_01186,45.7289,9.4369,247.7,Brivio,Beverate,9.785,1.42
CELL_01187,45.7289,9.4382,252.0,Brivio,Beverate,8.126,1.18
CELL_01188,45.7289,9.4395,250.5,Brivio,Beverate,6.692,0.97
CELL_01189,45.7298,9.3576,340.8,La Valletta Brianza,Rovagnate,11.363,2.48
CELL_01190,45.7298,9.3589,336.2,La Valletta Brianza,Rovagnate,13.018,2.84
CELL_01191,45.7298,9.3602,340.8,La Valletta Brianza,Rovagnate,14.942,3.26
CELL_01192,45.7298,9.3615,342.8,La Valletta Brianza,Rovagnate,16.589,3.62
CELL_01193,45.7298,9.3628,338.6,La Valletta Brianza,Rovagnate,18.592,4.06
CELL_01194,45.7298,9.3641,339.5,La Valletta Brianza,Rovagnate,20.602,4.5
CELL_01195,45.7298,9.3654,347.6,La Valletta Brianza,Rovagnate,22.083,4.82
CELL_01196,45.7298,9.3667,338.6,La Valletta Brianza,Rovagnate,23.291,5.09
CELL_01197,45.7298,9.368,337.4,La Valletta Brianza,Rovagnate,24.376,5.33
CELL_01198,45.7298,9.3693,337.5,La Valletta Brianza,Rovagnate,24.439,5.34
CELL_01199,45.7298,9.3706,343.3,La Valletta Brianza,Rovagnate,24.426,5.34
CELL_01200,45.7298,9.3719,364.0,Olgiate Molgora,San Zeno,7.093,1.58
CELL_01201,45.7298,9.3732,372.2,Olgiate Molgora,San Zeno,8.459,1.88
CELL_01202,45.7298,9.3745,370.0,Olgiate Molgora,San Zeno,9.663,2.15
CELL_01203,45.7298,9.3758,368.7,Olgiate Molgora,San Zeno,11.258,2.5
CELL_01204,45.7298,9.3771,366.3,Olgiate Molgora,San Zeno,12.93,2.88
CELL_01205,45.7298,9.3784,365.3,Olgiate Molgora,San Zeno,14.645,3.26
CELL_01206,45.7298,9.3797,357.3,Olgiate Molgora,San Zeno,15.787,3.51
CELL_01207,45.7298,9.381,363.5,Olgiate Molgora,San Zeno,16.843,3.75
CELL_01208,45.7298,9.3823,370.2,Olgiate Molgora,San Zeno,16.975,3.78
CELL_01209,45.7298,9.3836,359.7,Olgiate Molgora,San Zeno,16.488,3.67
CELL_01210,45.7298,9.3849,362.8,Olgiate Molgora,San Zeno,15.745,3.5
CELL_01211,45.7298,9.3862,365.1,Olgiate Molgora,San Zeno,14.249,3.17
CELL_01212,45.7298,9.3875,369.1,Olgiate Molgora,San Zeno,12.69,2.82
CELL_01213,45.7298,9.3888,359.7,Olgiate Molgora,San Zeno,10.991,2.44
CELL_01214,45.7298,9.3901,366.5,Olgiate Molgora,San Zeno,9.456,2.1
CELL_01215,45.7298,9.3914,283.4,Olgiate Molgora,Olgiate Centro,38.046,8.46
CELL_01216,45.7298,9.3927,284.4,Olgiate Molgora,Olgiate Centro,46.13,10.26
CELL_01217,45.7298,9.394,284.9,Olgiate Molgora,Olgiate Centro,56.406,12.55
CELL_01218,45.7298,9.3953,291.7,Olgiate Molgora,Olgiate Centro,67.847,15.09
CELL_01219,45.7298,9.3966,288.4,Olgiate Molgora,Olgiate Centro,81.378,18.1
CELL_01220,45.7298,9.3979,285.7,Olgiate Molgora,Olgiate Centro,95.364,21.21
CELL_01221,45.7298,9.3992,284.3,Olgiate Molgora,Olgiate Centro,108.813,24.2
CELL_01222,45.7298,9.4005,284.6,Olgiate Molgora,Olgiate Centro,119.88,26.67
CELL_01223,45.7298,9.4018,286.0,Olgiate Molgora,Olgiate Centro,124.766,27.75
CELL_01224,45.7298,9.4031,286.8,Olgiate Molgora,Olgiate Centro,121.906,27.12
CELL_01225,45.7298,9.4044,288.3,Olgiate Molgora,Olgiate Centro,112.84,25.1
CELL_01226,45.7298,9.4057,287.1,Olgiate Molgora,Olgiate Centro,99.565,22.15
CELL_01227,45.7298,9.407,282.2,Olgiate Molgora,Olgiate Centro,85.446,19.01
CELL_01228,45.7298,9.4083,278.0,Calco,Calco Centro,97.228,18.78
CELL_01229,45.7298,9.4096,277.6,Calco,Calco Centro,109.745,21.2
CELL_01230,45.7298,9.4109,280.4,Calco,Calco Centro,119.768,23.14
CELL_01231,45.7298,9.4122,280.1,Calco,Calco Centro,124.118,23.98
CELL_01232,45.7298,9.4135,282.6,Calco,Calco Centro,121.781,23.53
CELL_01233,45.7298,9.4148,320.6,Calco,Calco Superiore,21.248,4.11
CELL_01234,45.7298,9.4161,321.5,Calco,Calco Superiore,26.588,5.14
CELL_01235,45.7298,9.4174,323.0,Calco,Calco Superiore,31.955,6.17
CELL_01236,45.7298,9.4187,319.9,Calco,Calco Superiore,36.887,7.13
CELL_01237,45.7298,9.42,324.4,Calco,Calco Superiore,36.161,6.99
CELL_01238,45.7298,9.4213,318.1,Calco,Calco Superiore,30.791,5.95
CELL_01239,45.7298,9.4226,321.1,Calco,Calco Superiore,25.189,4.87
CELL_01240,45.7298,9.4239,319.3,Calco,Calco Superiore,20.312,3.92
CELL_01241,45.7298,9.4252,319.9,Calco,Calco Superiore,16.321,3.15
CELL_01242,45.7298,9.4265,320.2,Calco,Calco Superiore,13.239,2.56
CELL_01243,45.7298,9.4278,247.2,Brivio,Beverate,31.333,4.54
CELL_01244,45.7298,9.4291,249.7,Brivio,Beverate,28.228,4.09
CELL_01245,45.7298,9.4304,246.5,Brivio,Beverate,25.22,3.66
CELL_01246,45.7298,9.4317,248.2,Brivio,Beverate,21.539,3.12
CELL_01247,45.7298,9.433,246.7,Brivio,Beverate,18.408,2.67
CELL_01248,45.7298,9.4343,252.1,Brivio,Beverate,15.747,2.28
CELL_01249,45.7298,9.4356,242.9,Brivio,Beverate,12.926,1.87
CELL_01250,45.7298,9.4369,249.1,Brivio,Beverate,11.011,1.6
CELL_01251,45.7298,9.4382,249.2,Brivio,Beverate,8.862,1.29
CELL_01252,45.7298,9.4395,249.6,Brivio,Beverate,7.59,1.1
CELL_01253,45.7307,9.3563,337.7,La Valletta Brianza,Rovagnate,11.367,2.48
CELL_01254,45.7307,9.3576,341.4,La Valletta Brianza,Rovagnate,13.21,2.89
CELL_01255,45.7307,9.3589,343.6,La Valletta Brianza,Rovagnate,15.27,3.34
CELL_01256,45.7307,9.3602,338.7,La Valletta Brianza,Rovagnate,17.728,3.87
CELL_01257,45.7307,9.3615,336.9,La Valletta Brianza,Rovagnate,20.245,4.42
CELL_01258,45.7307,9.3628,336.2,La Valletta Brianza,Rovagnate,22.57,4.93
CELL_01259,45.7307,9.3641,343.2,La Valletta Brianza,Rovagnate,25.058,5.47
CELL_01260,45.7307,9.3654,344.5,La Valletta Brianza,Rovagnate,27.233,5.95
CELL_01261,45.7307,9.3667,342.5,La Valletta Brianza,Rovagnate,29.011,6.34
CELL_01262,45.7307,9.368,343.5,La Valletta Brianza,Rovagnate,30.25,6.61
CELL_01263,45.7307,9.3693,342.2,La Valletta Brianza,Rovagnate,30.519,6.67
CELL_01264,45.7307,9.3706,339.5,La Valletta Brianza,Rovagnate,30.339,6.63
CELL_01265,45.7307,9.3719,339.3,La Valletta Brianza,Rovagnate,29.413,6.43
CELL_01266,45.7307,9.3732,364.4,Olgiate Molgora,San Zeno,7.128,1.59
CELL_01267,45.7307,9.3745,365.4,Olgiate Molgora,San Zeno,8.378,1.86
CELL_01268,45.7307,9.3758,365.5,Olgiate Molgora,San Zeno,9.483,2.11
CELL_01269,45.7307,9.3771,363.4,Olgiate Molgora,San Zeno,10.925,2.43
CELL_01270,45.7307,9.3784,367.7,Olgiate Molgora,San Zeno,12.188,2.71
CELL_01271,45.7307,9.3797,367.6,Olgiate Molgora,San Zeno,12.858,2.86
CELL_01272,45.7307,9.381,367.1,Olgiate Molgora,San Zeno,13.716,3.05
CELL_01273,45.7307,9.3823,366.3,Olgiate Molgora,San Zeno,13.556,3.02
CELL_01274,45.7307,9.3836,367.7,Olgiate Molgora,San Zeno,13.269,2.95
CELL_01275,45.7307,9.3849,369.2,Olgiate Molgora,San Zeno,12.631,2.81
CELL_01276,45.7307,9.3862,368.5,Olgiate Molgora,San Zeno,11.726,2.61
CELL_01277,45.7307,9.3875,368.7,Olgiate Molgora,San Zeno,10.573,2.35
CELL_01278,45.7307,9.3888,368.2,Olgiate Molgora,San Zeno,9.127,2.03
CELL_01279,45.7307,9.3901,366.6,Olgiate Molgora,San Zeno,7.918,1.76
CELL_01280,45.7307,9.3914,284.3,Olgiate Molgora,Olgiate Centro,40.678,9.05
CELL_01281,45.7307,9.3927,284.4,Olgiate Molgora,Olgiate Centro,50.226,11.17
CELL_01282,45.7307,9.394,285.1,Olgiate Molgora,Olgiate Centro,61.831,13.75
CELL_01283,45.7307,9.3953,287.5,Olgiate Molgora,Olgiate Centro,75.899,16.88
CELL_01284,45.7307,9.3966,289.9,Olgiate Molgora,Olgiate Centro,92.199,20.51
CELL_01285,45.7307,9.3979,283.4,Olgiate Molgora,Olgiate Centro,110.897,24.67
CELL_01286,45.7307,9.3992,283.8,Olgiate Molgora,Olgiate Centro,130.151,28.95
CELL_01287,45.7307,9.4005,282.5,Olgiate Molgora,Olgiate Centro,146.998,32.7
CELL_01288,45.7307,9.4018,286.5,Olgiate Molgora,Olgiate Centro,155.361,34.56
CELL_01289,45.7307,9.4031,286.9,Olgiate Molgora,Olgiate Centro,150.849,33.55
CELL_01290,45.7307,9.4044,284.8,Olgiate Molgora,Olgiate Centro,135.882,30.22
CELL_01291,45.7307,9.4057,290.1,Olgiate Molgora,Olgiate Centro,116.826,25.99
CELL_01292,45.7307,9.407,284.8,Olgiate Molgora,Olgiate Centro,97.907,21.78
CELL_01293,45.7307,9.4083,282.8,Olgiate Molgora,Olgiate Centro,80.927,18.0
CELL_01294,45.7307,9.4096,281.7,Calco,Calco Centro,90.128,17.41
CELL_01295,45.7307,9.4109,280.9,Calco,Calco Centro,96.729,18.69
CELL_01296,45.7307,9.4122,278.4,Calco,Calco Centro,99.761,19.27
CELL_01297,45.7307,9.4135,320.8,Calco,Calco Superiore,16.335,3.16
CELL_01298,45.7307,9.4148,319.8,Calco,Calco Superiore,19.555,3.78
CELL_01299,45.7307,9.4161,322.1,Calco,Calco Superiore,23.51,4.54
CELL_01300,45.7307,9.4174,320.5,Calco,Calco Superiore,27.559,5.32
CELL_01301,45.7307,9.4187,323.7,Calco,Calco Superiore,29.985,5.79
CELL_01302,45.7307,9.42,322.2,Calco,Calco Superiore,29.661,5.73
CELL_01303,45.7307,9.4213,324.1,Calco,Calco Superiore,26.697,5.16
CELL_01304,45.7307,9.4226,317.9,Calco,Calco Superiore,22.504,4.35
CELL_01305,45.7307,9.4239,314.4,Calco,Calco Superiore,18.783,3.63
CELL_01306,45.7307,9.4252,246.0,Brivio,Beverate,43.566,6.32
CELL_01307,45.7307,9.4265,249.1,Brivio,Beverate,41.601,6.03
CELL_01308,45.7307,9.4278,247.6,Brivio,Beverate,38.2,5.54
CELL_01309,45.7307,9.4291,248.6,Brivio,Beverate,33.887,4.91
CELL_01310,45.7307,9.4304,243.8,Brivio,Beverate,29.472,4.27
CELL_01311,45.7307,9.4317,253.7,Brivio,Beverate,25.253,3.66
CELL_01312,45.7307,9.433,245.6,Brivio,Beverate,21.091,3.06
CELL_01313,45.7307,9.4343,247.5,Brivio,Beverate,17.545,2.54
CELL_01314,45.7307,9.4356,246.1,Brivio,Beverate,14.587,2.12
CELL_01315,45.7307,9.4369,246.7,Brivio,Beverate,12.034,1.75
CELL_01316,45.7307,9.4382,251.4,Brivio,Beverate,10.014,1.45
CELL_01317,45.7307,9.4395,248.4,Brivio,Beverate,8.012,1.16
CELL_01318,45.7307,9.4408,252.1,Brivio,Beverate,6.71,0.97
CELL_01319,45.7316,9.355,340.5,La Valletta Brianza,Rovagnate,10.819,2.36
CELL_01320,45.7316,9.3563,339.4,La Valletta Brianza,Rovagnate,13.044,2.85
CELL_01321,45.7316,9.3576,339.1,La Valletta Brianza,Rovagnate,15.071,3.29
CELL_01322,45.7316,9.3589,340.8,La Valletta Brianza,Rovagnate,17.765,3.88
CELL_01323,45.7316,9.3602,335.4,La Valletta Brianza,Rovagnate,20.891,4.56
CELL_01324,45.7316,9.3615,337.2,La Valletta Brianza,Rovagnate,23.917,5.23
CELL_01325,45.7316,9.3628,347.6,La Valletta Brianza,Rovagnate,27.267,5.96
CELL_01326,45.7316,9.3641,337.5,La Valletta Brianza,Rovagnate,30.547,6.67
CELL_01327,45.7316,9.3654,341.4,La Valletta Brianza,Rovagnate,33.395,7.3
CELL_01328,45.7316,9.3667,345.8,La Valletta Brianza,Rovagnate,35.547,7.77
CELL_01329,45.7316,9.368,340.1,La Valletta Brianza,Rovagnate,37.266,8.14
CELL_01330,45.7316,9.3693,338.4,La Valletta Brianza,Rovagnate,38.154,8.34
CELL_01331,45.7316,9.3706,334.1,La Valletta Brianza,Rovagnate,37.831,8.26
CELL_01332,45.7316,9.3719,339.4,La Valletta Brianza,Rovagnate,36.439,7.96
CELL_01333,45.7316,9.3732,340.1,La Valletta Brianza,Rovagnate,34.328,7.5
CELL_01334,45.7316,9.3745,341.4,La Valletta Brianza,Rovagnate,31.168,6.81
CELL_01335,45.7316,9.3758,368.1,Olgiate Molgora,San Zeno,8.114,1.8
CELL_01336,45.7316,9.3771,362.0,Olgiate Molgora,San Zeno,9.086,2.02
CELL_01337,45.7316,9.3784,365.4,Olgiate Molgora,San Zeno,9.933,2.21
CELL_01338,45.7316,9.3797,370.1,Olgiate Molgora,San Zeno,10.475,2.33
CELL_01339,45.7316,9.381,368.7,Olgiate Molgora,San Zeno,11.064,2.46
CELL_01340,45.7316,9.3823,365.1,Olgiate Molgora,San Zeno,11.074,2.46
CELL_01341,45.7316,9.3836,371.0,Olgiate Molgora,San Zeno,10.877,2.42
CELL_01342,45.7316,9.3849,366.8,Olgiate Molgora,San Zeno,10.234,2.28
CELL_01343,45.7316,9.3862,368.0,Olgiate Molgora,San Zeno,9.817,2.18
CELL_01344,45.7316,9.3875,371.3,Olgiate Molgora,San Zeno,8.645,1.92
CELL_01345,45.7316,9.3888,366.0,Olgiate Molgora,San Zeno,7.907,1.76
CELL_01346,45.7316,9.3901,287.2,Olgiate Molgora,Olgiate Centro,34.638,7.7
CELL_01347,45.7316,9.3914,287.7,Olgiate Molgora,Olgiate Centro,43.168,9.6
CELL_01348,45.7316,9.3927,288.8,Olgiate Molgora,Olgiate Centro,53.642,11.93
CELL_01349,45.7316,9.394,289.0,Olgiate Molgora,Olgiate Centro,66.285,14.74
CELL_01350,45.7316,9.3953,288.0,Olgiate Molgora,Olgiate Centro,82.268,18.3
CELL_01351,45.7316,9.3966,290.5,Olgiate Molgora,Olgiate Centro,101.557,22.59
CELL_01352,45.7316,9.3979,290.1,Olgiate Molgora,Olgiate Centro,124.818,27.76
CELL_01353,45.7316,9.3992,285.3,Olgiate Molgora,Olgiate Centro,151.314,33.66
CELL_01354,45.7316,9.4005,284.7,Olgiate Molgora,Olgiate Centro,177.629,39.51
CELL_01355,45.7316,9.4018,288.1,Olgiate Molgora,Olgiate Centro,193.374,43.01
CELL_01356,45.7316,9.4031,292.3,Olgiate Molgora,Olgiate Centro,184.423,41.02
CELL_01357,45.7316,9.4044,289.6,Olgiate Molgora,Olgiate Centro,159.613,35.5
CELL_01358,45.7316,9.4057,291.1,Olgiate Molgora,Olgiate Centro,132.648,29.51
CELL_01359,45.7316,9.407,285.1,Olgiate Molgora,Olgiate Centro,108.373,24.11
CELL_01360,45.7316,9.4083,286.5,Olgiate Molgora,Olgiate Centro,87.652,19.5
CELL_01361,45.7316,9.4096,291.2,Olgiate Molgora,Olgiate Centro,71.118,15.82
CELL_01362,45.7316,9.4109,287.4,Calco,Calco Centro,78.164,15.1
CELL_01363,45.7316,9.4122,284.5,Calco,Calco Centro,80.158,15.49
CELL_01364,45.7316,9.4135,320.3,Calco,Calco Superiore,14.517,2.8
CELL_01365,45.7316,9.4148,318.0,Calco,Calco Superiore,17.516,3.38
CELL_01366,45.7316,9.4161,325.8,Calco,Calco Superiore,20.378,3.94
CELL_01367,45.7316,9.4174,312.5,Calco,Calco Superiore,22.708,4.39
CELL_01368,45.7316,9.4187,322.4,Calco,Calco Superiore,24.222,4.68
CELL_01369,45.7316,9.42,318.2,Calco,Calco Superiore,23.838,4.61
CELL_01370,45.7316,9.4213,320.8,Calco,Calco Superiore,22.273,4.3
CELL_01371,45.7316,9.4226,321.2,Calco,Calco Superiore,19.353,3.74
CELL_01372,45.7316,9.4239,247.0,Brivio,Beverate,54.309,7.88
CELL_01373,45.7316,9.4252,247.1,Brivio,Beverate,54.403,7.89
CELL_01374,45.7316,9.4265,250.3,Brivio,Beverate,51.449,7.46
CELL_01375,45.7316,9.4278,250.3,Brivio,Beverate,46.3,6.72
CELL_01376,45.7316,9.4291,242.1,Brivio,Beverate,40.371,5.86
CELL_01377,45.7316,9.4304,251.6,Brivio,Beverate,34.365,4.98
CELL_01378,45.7316,9.4317,249.7,Brivio,Beverate,28.856,4.19
CELL_01379,45.7316,9.433,253.7,Brivio,Beverate,23.842,3.46
CELL_01380,45.7316,9.4343,252.9,Brivio,Beverate,19.752,2.86
CELL_01381,45.7316,9.4356,244.7,Brivio,Beverate,16.22,2.35
CELL_01382,45.7316,9.4369,250.1,Brivio,Beverate,13.386,1.94
CELL_01383,45.7316,9.4382,252.1,Brivio,Beverate,10.669,1.55
CELL_01384,45.7316,9.4395,250.5,Brivio,Beverate,8.781,1.27
CELL_01385,45.7316,9.4408,247.4,Brivio,Beverate,7.06,1.02
CELL_01386,45.7316,9.4421,204.5,Brivio,Brivio Centro,10.529,1.53
CELL_01387,45.7316,9.4434,203.1,Brivio,Brivio Centro,10.612,1.54
CELL_01388,45.7316,9.4447,206.6,Brivio,Brivio Centro,10.598,1.54
CELL_01389,45.7316,9.446,203.1,Brivio,Brivio Centro,10.359,1.5
CELL_01390,45.7325,9.355,343.9,La Valletta Brianza,Rovagnate,12.212,2.67
CELL_01391,45.7325,9.3563,343.1,La Valletta Brianza,Rovagnate,14.788,3.23
CELL_01392,45.7325,9.3576,345.6,La Valletta Brianza,Rovagnate,17.454,3.81
CELL_01393,45.7325,9.3589,338.3,La Valletta Brianza,Rovagnate,20.654,4.51
CELL_01394,45.7325,9.3602,339.8,La Valletta Brianza,Rovagnate,24.468,5.35
CELL_01395,45.7325,9.3615,339.2,La Valletta Brianza,Rovagnate,28.522,6.23
CELL_01396,45.7325,9.3628,342.8,La Valletta Brianza,Rovagnate,32.412,7.08
CELL_01397,45.7325,9.3641,340.4,La Valletta Brianza,Rovagnate,36.693,8.02
CELL_01398,45.7325,9.3654,340.9,La Valletta Brianza,Rovagnate,40.822,8.92
CELL_01399,45.7325,9.3667,338.0,La Valletta Brianza,Rovagnate,44.06,9.63
CELL_01400,45.7325,9.368,344.3,La Valletta Brianza,Rovagnate,46.188,10.09
CELL_01401,45.7325,9.3693,342.5,La Valletta Brianza,Rovagnate,47.478,10.37
CELL_01402,45.7325,9.3706,339.0,La Valletta Brianza,Rovagnate,46.645,10.19
CELL_01403,45.7325,9.3719,335.9,La Valletta Brianza,Rovagnate,44.932,9.82
CELL_01404,45.7325,9.3732,344.7,La Valletta Brianza,Rovagnate,41.824,9.14
CELL_01405,45.7325,9.3745,338.7,La Valletta Brianza,Rovagnate,38.022,8.31
CELL_01406,45.7325,9.3758,337.6,La Valletta Brianza,Rovagnate,34.036,7.44
CELL_01407,45.7325,9.3771,344.8,La Valletta Brianza,Rovagnate,29.806,6.51
CELL_01408,45.7325,9.3784,366.1,Olgiate Molgora,San Zeno,8.149,1.81
CELL_01409,45.7325,9.3797,365.2,Olgiate Molgora,San Zeno,8.414,1.87
CELL_01410,45.7325,9.381,364.2,Olgiate Molgora,San Zeno,8.806,1.96
CELL_01411,45.7325,9.3823,364.9,Olgiate Molgora,San Zeno,8.908,1.98
CELL_01412,45.7325,9.3836,366.0,Olgiate Molgora,San Zeno,8.753,1.95
CELL_01413,45.7325,9.3849,367.9,Olgiate Molgora,San Zeno,8.375,1.86
CELL_01414,45.7325,9.3862,367.8,Olgiate Molgora,San Zeno,7.953,1.77
CELL_01415,45.7325,9.3875,365.2,Olgiate Molgora,San Zeno,7.362,1.64
CELL_01416,45.7325,9.3888,316.8,Olgiate Molgora,Mondonico,9.829,2.19
CELL_01417,45.7325,9.3901,315.9,Olgiate Molgora,Mondonico,11.414,2.54
CELL_01418,45.7325,9.3914,312.8,Olgiate Molgora,Mondonico,12.736,2.83
CELL_01419,45.7325,9.3927,287.0,Olgiate Molgora,Olgiate Centro,55.237,12.29
CELL_01420,45.7325,9.394,289.0,Olgiate Molgora,Olgiate Centro,68.925,15.33
CELL_01421,45.7325,9.3953,286.0,Olgiate Molgora,Olgiate Centro,85.735,19.07
CELL_01422,45.7325,9.3966,296.3,Olgiate Molgora,Olgiate Centro,107.32,23.87
CELL_01423,45.7325,9.3979,284.6,Olgiate Molgora,Olgiate Centro,133.531,29.7
CELL_01424,45.7325,9.3992,289.7,Olgiate Molgora,Olgiate Centro,165.893,36.9
CELL_01425,45.7325,9.4005,290.0,Olgiate Molgora,Olgiate Centro,204.861,45.57
CELL_01426,45.7325,9.4018,288.5,Olgiate Molgora,Olgiate Centro,239.968,53.38
CELL_01427,45.7325,9.4031,283.6,Olgiate Molgora,Olgiate Centro,217.346,48.34
CELL_01428,45.7325,9.4044,290.0,Olgiate Molgora,Olgiate Centro,177.332,39.44
CELL_01429,45.7325,9.4057,286.6,Olgiate Molgora,Olgiate Centro,142.713,31.74
CELL_01430,45.7325,9.407,282.6,Olgiate Molgora,Olgiate Centro,114.592,25.49
CELL_01431,45.7325,9.4083,293.4,Olgiate Molgora,Olgiate Centro,91.853,20.43
CELL_01432,45.7325,9.4096,284.7,Olgiate Molgora,Olgiate Centro,73.636,16.38
CELL_01433,45.7325,9.4109,266.2,Olgiate Molgora,Porchera,15.734,3.5
CELL_01434,45.7325,9.4122,269.2,Olgiate Molgora,Porchera,16.144,3.59
CELL_01435,45.7325,9.4135,323.4,Calco,Calco Superiore,12.954,2.5
CELL_01436,45.7325,9.4148,320.9,Calco,Calco Superiore,14.743,2.85
CELL_01437,45.7325,9.4161,327.8,Calco,Calco Superiore,16.92,3.27
CELL_01438,45.7325,9.4174,317.2,Calco,Calco Superiore,18.67,3.61
CELL_01439,45.7325,9.4187,322.9,Calco,Calco Superiore,19.477,3.76
CELL_01440,45.7325,9.42,316.3,Calco,Calco Superiore,19.489,3.77
CELL_01441,45.7325,9.4213,252.0,Brivio,Beverate,55.423,8.04
CELL_01442,45.7325,9.4226,250.4,Brivio,Beverate,62.849,9.12
CELL_01443,45.7325,9.4239,246.3,Brivio,Beverate,67.481,9.79
CELL_01444,45.7325,9.4252,249.1,Brivio,Beverate,67.466,9.78
CELL_01445,45.7325,9.4265,247.4,Brivio,Beverate,62.417,9.05
CELL_01446,45.7325,9.4278,249.4,Brivio,Beverate,55.084,7.99
CELL_01447,45.7325,9.4291,246.1,Brivio,Beverate,46.654,6.77
CELL_01448,45.7325,9.4304,248.0,Brivio,Beverate,39.105,5.67
