cell_id,lat,lon,elevation_m,comune,frazione,pop_raw,pop_calibrated,nearest_stop_id,nearest_stop_dist_m,walk_min_std,walk_min_slope
CELL_00736,45.7226,9.4187,276.7,Calco,Calco Centro,74.248,14.34,S_CALCO_CHIESA,461.7,5.77,6.29
CELL_00737,45.7226,9.42,315.1,Calco,Calco Superiore,10.376,2.0,S_CALCO_CHIESA,569.9,7.12,6.03
CELL_00738,45.7226,9.4213,320.2,Calco,Calco Superiore,9.762,1.89,S_CALCO_CHIESA,684.3,8.55,7.25
CELL_00739,45.7226,9.4226,318.4,Calco,Calco Superiore,9.196,1.78,S_CALCO_CHIESA,802.2,10.03,8.78
CELL_00740,45.7226,9.4239,317.1,Calco,Calco Superiore,8.586,1.66,S_CALCO_CHIESA,922.4,11.53,10.32
CELL_00741,45.7226,9.4252,311.9,Calco,Calco Superiore,7.45,1.44,S_ARLATE,1091.3,13.64,11.74
CELL_00742,45.7226,9.4265,265.8,Calco,Arlate,15.677,3.03,S_ARLATE,1018.7,12.73,12.7
CELL_00743,45.7226,9.4278,264.3,Calco,Arlate,17.448,3.37,S_ARLATE,957.2,11.97,12.0
CELL_00744,45.7226,9.4291,263.0,Calco,Arlate,18.789,3.63,S_ARLATE,909.3,11.37,11.45
CELL_00745,45.7226,9.4304,262.4,Calco,Arlate,19.84,3.83,S_ARLATE,877.0,10.96,11.08
CELL_00746,45.7226,9.4317,270.8,Calco,Arlate,20.341,3.93,S_ARLATE,862.2,10.78,10.53
CELL_00747,45.7226,9.433,264.0,Calco,Arlate,20.576,3.98,S_ARLATE,865.8,10.82,10.87
CELL_00748,45.7226,9.4343,265.9,Calco,Arlate,19.524,3.77,S_ARLATE,887.4,11.09,11.05
CELL_00749,45.7226,9.4356,268.5,Calco,Arlate,18.256,3.53,S_ARLATE,926.0,11.57,11.42
CELL_00750,45.7226,9.4369,268.8,Calco,Arlate,16.816,3.25,S_ARLATE,979.4,12.24,12.08
CELL_00751,45.7226,9.4382,263.0,Calco,Arlate,14.92,2.88,S_ARLATE,1045.4,13.07,13.16
CELL_00752,45.7226,9.4395,273.9,Calco,Arlate,12.976,2.51,S_ARLATE,1121.8,14.02,13.64
CELL_00753,45.7226,9.4408,267.3,Calco,Arlate,11.258,2.18,S_ARLATE,1206.6,15.08,14.98
CELL_00754,45.7226,9.4421,260.6,Calco,Arlate,9.638,1.86,S_ARLATE,1298.2,16.23,16.42
CELL_00755,45.7226,9.4434,263.4,Calco,Arlate,8.152,1.57,S_ARLATE,1395.1,17.44,17.51
CELL_00756,45.7226,9.4447,270.6,Calco,Arlate,6.828,1.32,S_ARLATE,1496.5,18.71,18.46
CELL_00757,45.7226,9.446,264.2,Calco,Arlate,5.694,1.1,S_ARLATE,1601.4,20.02,20.05
CELL_00758,45.7226,9.4473,269.3,Calco,Arlate,4.629,0.89,S_ARLATE,1709.2,21.36,21.18
CELL_00759,45.7235,9.3654,367.6,Olgiate Molgora,San Zeno,3.511,0.78,S_SAN_ZENO,1632.0,20.4,20.29
CELL_00760,45.7235,9.3667,368.2,Olgiate Molgora,San Zeno,4.463,0.99,S_SAN_ZENO,1506.6,18.83,18.69
CELL_00761,45.7235,9.368,358.7,Olgiate Molgora,San Zeno,5.207,1.16,S_SAN_ZENO,1381.3,17.27,17.54
CELL_00762,45.7235,9.3693,368.0,Olgiate Molgora,San Zeno,6.304,1.4,S_SAN_ZENO,1256.2,15.7,15.57
CELL_00763,45.7235,9.3706,361.0,Olgiate Molgora,San Zeno,7.912,1.76,S_SAN_ZENO,1131.4,14.14,14.32
CELL_00764,45.7235,9.3719,368.5,Olgiate Molgora,San Zeno,9.731,2.16,S_SAN_ZENO,1007.0,12.59,12.44
CELL_00765,45.7235,9.3732,367.2,Olgiate Molgora,San Zeno,12.178,2.71,S_SAN_ZENO,883.1,11.04,10.94
CELL_00766,45.7235,9.3745,366.0,Olgiate Molgora,San Zeno,15.196,3.38,S_SAN_ZENO,759.9,9.5,9.46
CELL_00767,45.7235,9.3758,366.0,Olgiate Molgora,San Zeno,18.667,4.15,S_SAN_ZENO,638.0,7.97,7.93
CELL_00768,45.7235,9.3771,372.2,Olgiate Molgora,San Zeno,23.072,5.13,S_SAN_ZENO,518.1,6.48,6.17
CELL_00769,45.7235,9.3784,361.3,Olgiate Molgora,San Zeno,28.275,6.29,S_SAN_ZENO,402.2,5.03,5.19
CELL_00770,45.7235,9.3797,361.8,Olgiate Molgora,San Zeno,33.945,7.55,S_SAN_ZENO,294.9,3.69,3.83
CELL_00771,45.7235,9.381,362.3,Olgiate Molgora,San Zeno,39.433,8.77,S_SAN_ZENO,209.8,2.62,2.74
CELL_00772,45.7235,9.3823,365.3,Olgiate Molgora,San Zeno,41.393,9.21,S_SAN_ZENO,181.6,2.27,2.26
CELL_00773,45.7235,9.3836,361.1,Olgiate Molgora,San Zeno,37.982,8.45,S_SAN_ZENO,232.0,2.9,3.08
CELL_00774,45.7235,9.3849,365.9,Olgiate Molgora,San Zeno,32.412,7.21,S_SAN_ZENO,326.5,4.08,4.04
CELL_00775,45.7235,9.3862,365.2,Olgiate Molgora,San Zeno,26.557,5.91,S_SAN_ZENO,437.3,5.47,5.46
CELL_00776,45.7235,9.3875,366.0,Olgiate Molgora,San Zeno,21.74,4.84,S_SAN_ZENO,554.7,6.93,6.89
CELL_00777,45.7235,9.3888,369.0,Olgiate Molgora,San Zeno,17.583,3.91,S_SAN_ZENO,675.3,8.44,8.27
CELL_00778,45.7235,9.3901,368.5,Olgiate Molgora,San Zeno,14.334,3.19,S_SAN_ZENO,797.7,9.97,9.82
CELL_00779,45.7235,9.3914,362.4,Olgiate Molgora,San Zeno,11.567,2.57,S_SAN_ZENO,921.1,11.51,11.63
CELL_00780,45.7235,9.3927,363.3,Olgiate Molgora,San Zeno,9.231,2.05,S_SAN_ZENO,1045.2,13.07,13.14
CELL_00781,45.7235,9.394,365.2,Olgiate Molgora,San Zeno,7.554,1.68,S_SAN_ZENO,1169.8,14.62,14.61
CELL_00782,45.7235,9.3953,364.7,Olgiate Molgora,San Zeno,6.242,1.39,S_OLGIATE_FS,1345.4,16.82,14.51
CELL_00783,45.7235,9.3966,282.7,Olgiate Molgora,Olgiate Centro,22.603,5.03,S_OLGIATE_FS,1277.5,15.97,16.16
CELL_00784,45.7235,9.3979,289.8,Olgiate Molgora,Olgiate Centro,24.311,5.41,S_OLGIATE_FS,1218.9,15.24,15.11
CELL_00785,45.7235,9.3992,279.1,Calco,Calco Centro,28.622,5.53,S_OLGIATE_FS,1171.1,14.64,14.99
CELL_00786,45.7235,9.4005,278.2,Calco,Calco Centro,35.137,6.79,S_OLGIATE_FS,1135.4,14.19,14.58
CELL_00787,45.7235,9.4018,276.9,Calco,Calco Centro,43.497,8.4,S_CALCO_NAZ,1095.7,13.7,13.83
CELL_00788,45.7235,9.4031,283.6,Calco,Calco Centro,53.552,10.35,S_CALCO_NAZ,978.0,12.23,12.07
CELL_00789,45.7235,9.4044,276.2,Calco,Calco Centro,65.322,12.62,S_CALCO_NAZ,862.8,10.79,10.95
CELL_00790,45.7235,9.4057,281.1,Calco,Calco Centro,79.628,15.38,S_CALCO_NAZ,751.1,9.39,9.34
CELL_00791,45.7235,9.407,279.6,Calco,Calco Centro,96.008,18.55,S_CALCO_NAZ,644.8,8.06,8.08
CELL_00792,45.7235,9.4083,280.3,Calco,Calco Centro,114.217,22.07,S_CALCO_NAZ,547.1,6.84,6.83
CELL_00793,45.7235,9.4096,281.1,Calco,Calco Centro,132.253,25.55,S_CALCO_NAZ,463.3,5.79,5.74
CELL_00794,45.7235,9.4109,278.7,Calco,Calco Centro,147.517,28.5,S_CALCO_NAZ,402.4,5.03,5.09
CELL_00795,45.7235,9.4122,277.2,Calco,Calco Centro,154.343,29.82,S_CALCO_CHIESA,288.2,3.6,4.11
CELL_00796,45.7235,9.4135,279.6,Calco,Calco Centro,150.765,29.13,S_CALCO_CHIESA,187.7,2.35,2.74
CELL_00797,45.7235,9.4148,277.3,Calco,Calco Centro,137.449,26.56,S_CALCO_CHIESA,138.9,1.74,2.27
CELL_00798,45.7235,9.4161,277.6,Calco,Calco Centro,119.661,23.12,S_CALCO_CHIESA,187.7,2.35,2.85
CELL_00799,45.7235,9.4174,277.8,Calco,Calco Centro,101.31,19.57,S_CALCO_CHIESA,288.2,3.6,4.08
CELL_00800,45.7235,9.4187,277.0,Calco,Calco Centro,84.384,16.3,S_CALCO_CHIESA,403.5,5.04,5.55
CELL_00801,45.7235,9.42,325.7,Calco,Calco Superiore,12.655,2.44,S_CALCO_CHIESA,523.8,6.55,5.94
CELL_00802,45.7235,9.4213,323.3,Calco,Calco Superiore,12.13,2.34,S_CALCO_CHIESA,646.4,8.08,6.89
CELL_00803,45.7235,9.4226,322.3,Calco,Calco Superiore,11.337,2.19,S_CALCO_CHIESA,770.2,9.63,8.24
CELL_00804,45.7235,9.4239,317.7,Calco,Calco Superiore,10.223,1.98,S_CALCO_CHIESA,894.7,11.18,9.96
CELL_00805,45.7235,9.4252,319.4,Calco,Calco Superiore,9.077,1.75,S_CALCO_CHIESA,1019.6,12.75,11.44
CELL_00806,45.7235,9.4265,321.5,Calco,Calco Superiore,8.015,1.55,S_ARLATE,1126.4,14.08,11.83
CELL_00807,45.7235,9.4278,259.4,Calco,Arlate,14.181,2.74,S_ARLATE,1071.1,13.39,13.64
CELL_00808,45.7235,9.4291,267.3,Calco,Arlate,15.519,3.0,S_ARLATE,1028.5,12.86,12.76
CELL_00809,45.7235,9.4304,270.6,Calco,Arlate,16.016,3.09,S_ARLATE,1000.1,12.5,12.26
CELL_00810,45.7235,9.4317,269.2,Calco,Arlate,16.502,3.19,S_ARLATE,987.1,12.34,12.16
CELL_00811,45.7235,9.433,267.8,Calco,Arlate,16.269,3.14,S_ARLATE,990.2,12.38,12.26
CELL_00812,45.7235,9.4343,266.9,Calco,Arlate,15.886,3.07,S_ARLATE,1009.2,12.62,12.53
CELL_00813,45.7235,9.4356,262.9,Calco,Arlate,15.111,2.92,S_ARLATE,1043.3,13.04,13.13
CELL_00814,45.7235,9.4369,263.4,Calco,Arlate,13.755,2.66,S_ARLATE,1091.0,13.64,13.71
CELL_00815,45.7235,9.4382,264.4,Calco,Arlate,12.61,2.44,S_ARLATE,1150.6,14.38,14.41
CELL_00816,45.7235,9.4395,268.2,Calco,Arlate,11.167,2.16,S_ARLATE,1220.4,15.26,15.12
CELL_00817,45.7235,9.4408,269.4,Calco,Arlate,9.646,1.86,S_ARLATE,1298.8,16.24,16.04
CELL_00818,45.7235,9.4421,264.0,Calco,Arlate,8.508,1.64,S_ARLATE,1384.3,17.3,17.35
CELL_00819,45.7235,9.4434,263.6,Calco,Arlate,6.988,1.35,S_ARLATE,1475.6,18.45,18.51
CELL_00820,45.7235,9.4447,267.7,Calco,Arlate,5.896,1.14,S_ARLATE,1571.8,19.65,19.53
CELL_00821,45.7235,9.446,264.5,Calco,Arlate,5.162,1.0,S_ARLATE,1672.0,20.9,20.92
CELL_00822,45.7244,9.3654,362.7,Olgiate Molgora,San Zeno,3.358,0.75,S_SAN_ZENO,1622.9,20.29,20.39
CELL_00823,45.7244,9.3667,364.0,Olgiate Molgora,San Zeno,4.407,0.98,S_SAN_ZENO,1496.8,18.71,18.75
CELL_00824,45.7244,9.368,364.0,Olgiate Molgora,San Zeno,5.449,1.21,S_SAN_ZENO,1370.6,17.13,17.18
CELL_00825,45.7244,9.3693,365.2,Olgiate Molgora,San Zeno,6.5,1.45,S_SAN_ZENO,1244.4,15.56,15.55
CELL_00826,45.7244,9.3706,366.4,Olgiate Molgora,San Zeno,8.176,1.82,S_SAN_ZENO,1118.3,13.98,13.92
CELL_00827,45.7244,9.3719,365.3,Olgiate Molgora,San Zeno,10.016,2.23,S_SAN_ZENO,992.2,12.4,12.39
CELL_00828,45.7244,9.3732,365.4,Olgiate Molgora,San Zeno,12.425,2.76,S_SAN_ZENO,866.2,10.83,10.81
CELL_00829,45.7244,9.3745,361.0,Olgiate Molgora,San Zeno,15.51,3.45,S_SAN_ZENO,740.2,9.25,9.43
CELL_00830,45.7244,9.3758,364.2,Olgiate Molgora,San Zeno,19.62,4.36,S_SAN_ZENO,614.4,7.68,7.72
CELL_00831,45.7244,9.3771,368.2,Olgiate Molgora,San Zeno,24.323,5.41,S_SAN_ZENO,488.8,6.11,5.97
CELL_00832,45.7244,9.3784,364.1,Olgiate Molgora,San Zeno,30.083,6.69,S_SAN_ZENO,363.6,4.55,4.58
CELL_00833,45.7244,9.3797,361.4,Olgiate Molgora,San Zeno,37.324,8.3,S_SAN_ZENO,239.6,3.0,3.16
CELL_00834,45.7244,9.381,362.3,Olgiate Molgora,San Zeno,46.32,10.3,S_SAN_ZENO,120.4,1.51,1.63
CELL_00835,45.7244,9.3823,357.8,Olgiate Molgora,San Zeno,51.418,11.44,S_SAN_ZENO,58.9,0.74,1.13
CELL_00836,45.7244,9.3836,365.1,Olgiate Molgora,San Zeno,43.512,9.68,S_SAN_ZENO,155.9,1.95,1.94
CELL_00837,45.7244,9.3849,359.0,Olgiate Molgora,San Zeno,34.945,7.77,S_SAN_ZENO,277.6,3.47,3.74
CELL_00838,45.7244,9.3862,367.2,Olgiate Molgora,San Zeno,28.412,6.32,S_SAN_ZENO,402.1,5.03,4.93
CELL_00839,45.7244,9.3875,363.5,Olgiate Molgora,San Zeno,22.658,5.04,S_SAN_ZENO,527.4,6.59,6.66
CELL_00840,45.7244,9.3888,364.6,Olgiate Molgora,San Zeno,18.378,4.09,S_SAN_ZENO,653.1,8.16,8.18
CELL_00841,45.7244,9.3901,361.2,Olgiate Molgora,San Zeno,14.694,3.27,S_SAN_ZENO,779.0,9.74,9.9
CELL_00842,45.7244,9.3914,368.2,Olgiate Molgora,San Zeno,11.67,2.6,S_SAN_ZENO,905.0,11.31,11.17
CELL_00843,45.7244,9.3927,360.0,Olgiate Molgora,San Zeno,9.551,2.12,S_SAN_ZENO,1031.0,12.89,13.11
CELL_00844,45.7244,9.394,359.5,Olgiate Molgora,San Zeno,7.736,1.72,S_OLGIATE_FS,1326.4,16.58,14.15
CELL_00845,45.7244,9.3953,364.1,Olgiate Molgora,San Zeno,6.149,1.37,S_OLGIATE_FS,1244.8,15.56,13.62
CELL_00846,45.7244,9.3966,286.3,Olgiate Molgora,Olgiate Centro,27.779,6.18,S_OLGIATE_FS,1171.1,14.64,14.67
CELL_00847,45.7244,9.3979,283.2,Olgiate Molgora,Olgiate Centro,29.909,6.65,S_OLGIATE_FS,1106.9,13.84,14.0
CELL_00848,45.7244,9.3992,286.9,Olgiate Molgora,Olgiate Centro,31.74,7.06,S_OLGIATE_FS,1054.0,13.18,13.18
CELL_00849,45.7244,9.4005,279.7,Calco,Calco Centro,37.09,7.17,S_OLGIATE_FS,1014.2,12.68,13.0
CELL_00850,45.7244,9.4018,282.0,Calco,Calco Centro,46.157,8.92,S_OLGIATE_FS,988.9,12.36,12.58
CELL_00851,45.7244,9.4031,281.7,Calco,Calco Centro,57.106,11.03,S_CALCO_NAZ,937.2,11.72,11.64
CELL_00852,45.7244,9.4044,281.5,Calco,Calco Centro,70.998,13.72,S_CALCO_NAZ,816.2,10.2,10.14
CELL_00853,45.7244,9.4057,279.6,Calco,Calco Centro,87.506,16.91,S_CALCO_NAZ,697.1,8.71,8.73
CELL_00854,45.7244,9.407,282.6,Calco,Calco Centro,107.115,20.69,S_CALCO_NAZ,581.0,7.26,7.15
CELL_00855,45.7244,9.4083,276.6,Calco,Calco Centro,130.574,25.23,S_CALCO_NAZ,470.2,5.88,6.03
CELL_00856,45.7244,9.4096,279.2,Calco,Calco Centro,155.701,30.08,S_CALCO_NAZ,369.4,4.62,4.65
CELL_00857,45.7244,9.4109,279.9,Calco,Calco Centro,179.485,34.68,S_CALCO_NAZ,289.4,3.62,3.62
CELL_00858,45.7244,9.4122,274.4,Calco,Calco Centro,192.438,37.18,S_CALCO_NAZ,250.8,3.14,3.39
CELL_00859,45.7244,9.4135,275.8,Calco,Calco Centro,185.131,35.77,S_CALCO_CHIESA,127.0,1.59,2.22
CELL_00860,45.7244,9.4148,278.1,Calco,Calco Centro,163.697,31.63,S_CALCO_CHIESA,13.9,0.17,0.56
CELL_00861,45.7244,9.4161,282.5,Calco,Calco Centro,138.184,26.7,S_CALCO_CHIESA,127.0,1.59,1.85
CELL_00862,45.7244,9.4174,274.3,Calco,Calco Centro,113.947,22.01,S_CALCO_CHIESA,252.9,3.16,3.82
CELL_00863,45.7244,9.4187,318.8,Calco,Calco Superiore,15.717,3.04,S_CALCO_CHIESA,379.0,4.74,4.44
CELL_00864,45.7244,9.42,315.9,Calco,Calco Superiore,15.547,3.0,S_CALCO_CHIESA,505.2,6.32,5.4
CELL_00865,45.7244,9.4213,317.3,Calco,Calco Superiore,14.759,2.85,S_CALCO_CHIESA,631.5,7.89,6.71
CELL_00866,45.7244,9.4226,320.4,Calco,Calco Superiore,13.495,2.61,S_CALCO_CHIESA,757.7,9.47,8.15
CELL_00867,45.7244,9.4239,323.5,Calco,Calco Superiore,12.019,2.32,S_CALCO_CHIESA,883.9,11.05,9.6
CELL_00868,45.7244,9.4252,320.0,Calco,Calco Superiore,10.401,2.01,S_CALCO_SUP,854.6,10.68,10.9
CELL_00869,45.7244,9.4265,317.0,Calco,Calco Superiore,8.901,1.72,S_CALCO_SUP,945.3,11.82,12.17
CELL_00870,45.7244,9.4278,322.7,Calco,Calco Superiore,7.72,1.49,S_ARLATE,1187.3,14.84,12.52
CELL_00871,45.7244,9.4291,270.0,Calco,Arlate,12.397,2.4,S_ARLATE,1149.0,14.36,14.14
CELL_00872,45.7244,9.4304,265.9,Calco,Arlate,13.183,2.55,S_ARLATE,1123.6,14.04,14.01
CELL_00873,45.7244,9.4317,266.9,Calco,Arlate,13.292,2.57,S_ARLATE,1112.1,13.9,13.82
CELL_00874,45.7244,9.433,274.5,Calco,Arlate,13.447,2.6,S_ARLATE,1114.8,13.94,13.53
CELL_00875,45.7244,9.4343,267.1,Calco,Arlate,12.903,2.49,S_ARLATE,1131.7,14.15,14.06
CELL_00876,45.7244,9.4356,262.9,Calco,Arlate,12.177,2.35,S_ARLATE,1162.2,14.53,14.62
CELL_00877,45.7244,9.4369,267.2,Calco,Arlate,11.166,2.16,S_ARLATE,1205.2,15.07,14.97
CELL_00878,45.7244,9.4382,263.2,Calco,Arlate,10.317,1.99,S_ARLATE,1259.4,15.74,15.82
CELL_00879,45.7244,9.4395,264.3,Calco,Arlate,9.073,1.75,S_ARLATE,1323.5,16.54,16.57
CELL_00880,45.7244,9.4408,263.0,Calco,Arlate,8.296,1.6,S_ARLATE,1396.1,17.45,17.54
CELL_00881,45.7244,9.4421,270.5,Calco,Arlate,7.316,1.41,S_ARLATE,1476.0,18.45,18.21
CELL_00882,45.7244,9.4434,260.0,Calco,Arlate,6.201,1.2,S_ARLATE,1562.0,19.52,19.74
CELL_00883,45.7244,9.4447,269.4,Calco,Arlate,5.281,1.02,S_ARLATE,1653.1,20.66,20.47
CELL_00884,45.7253,9.3654,366.0,Olgiate Molgora,San Zeno,3.573,0.79,S_SAN_ZENO,1623.5,20.29,20.25
CELL_00885,45.7253,9.3667,361.5,Olgiate Molgora,San Zeno,4.478,1.0,S_SAN_ZENO,1497.3,18.72,18.87
CELL_00886,45.7253,9.368,366.8,Olgiate Molgora,San Zeno,5.169,1.15,S_SAN_ZENO,1371.2,17.14,17.06
CELL_00887,45.7253,9.3693,365.7,Olgiate Molgora,San Zeno,6.497,1.45,S_SAN_ZENO,1245.1,15.56,15.53
CELL_00888,45.7253,9.3706,365.2,Olgiate Molgora,San Zeno,8.215,1.83,S_SAN_ZENO,1119.1,13.99,13.98
CELL_00889,45.7253,9.3719,367.4,Olgiate Molgora,San Zeno,10.28,2.29,S_SAN_ZENO,993.1,12.41,12.31
CELL_00890,45.7253,9.3732,363.5,Olgiate Molgora,San Zeno,12.501,2.78,S_SAN_ZENO,867.2,10.84,10.91
CELL_00891,45.7253,9.3745,364.4,Olgiate Molgora,San Zeno,15.449,3.44,S_SAN_ZENO,741.4,9.27,9.29
CELL_00892,45.7253,9.3758,366.2,Olgiate Molgora,San Zeno,19.266,4.29,S_SAN_ZENO,615.8,7.7,7.65
CELL_00893,45.7253,9.3771,360.4,Olgiate Molgora,San Zeno,24.178,5.38,S_SAN_ZENO,490.6,6.13,6.34
CELL_00894,45.7253,9.3784,363.9,Olgiate Molgora,San Zeno,29.954,6.66,S_SAN_ZENO,366.0,4.58,4.62
CELL_00895,45.7253,9.3797,365.6,Olgiate Molgora,San Zeno,37.074,8.25,S_SAN_ZENO,243.2,3.04,3.01
CELL_00896,45.7253,9.381,366.1,Olgiate Molgora,San Zeno,45.766,10.18,S_SAN_ZENO,127.4,1.59,1.55
CELL_00897,45.7253,9.3823,361.4,Olgiate Molgora,San Zeno,50.283,11.18,S_SAN_ZENO,72.1,0.9,1.07
CELL_00898,45.7253,9.3836,364.9,Olgiate Molgora,San Zeno,42.938,9.55,S_SAN_ZENO,161.4,2.02,2.02
CELL_00899,45.7253,9.3849,368.5,Olgiate Molgora,San Zeno,34.819,7.74,S_SAN_ZENO,280.7,3.51,3.36
CELL_00900,45.7253,9.3862,366.3,Olgiate Molgora,San Zeno,28.206,6.27,S_SAN_ZENO,404.2,5.05,5.0
CELL_00901,45.7253,9.3875,366.3,Olgiate Molgora,San Zeno,22.679,5.04,S_SAN_ZENO,529.1,6.61,6.56
CELL_00902,45.7253,9.3888,362.2,Olgiate Molgora,San Zeno,18.222,4.05,S_SAN_ZENO,654.4,8.18,8.3
CELL_00903,45.7253,9.3901,368.7,Olgiate Molgora,San Zeno,14.611,3.25,S_SAN_ZENO,780.1,9.75,9.59
CELL_00904,45.7253,9.3914,364.7,Olgiate Molgora,San Zeno,11.94,2.66,S_SAN_ZENO,905.9,11.32,11.34
CELL_00905,45.7253,9.3927,359.3,Olgiate Molgora,San Zeno,9.29,2.07,S_SAN_ZENO,1031.9,12.9,13.15
CELL_00906,45.7253,9.394,360.5,Olgiate Molgora,San Zeno,7.778,1.73,S_OLGIATE_FS,1237.0,15.46,13.41
CELL_00907,45.7253,9.3953,284.0,Olgiate Molgora,Olgiate Centro,30.136,6.7,S_OLGIATE_FS,1149.0,14.36,14.49
CELL_00908,45.7253,9.3966,290.1,Olgiate Molgora,Olgiate Centro,33.589,7.47,S_OLGIATE_FS,1068.7,13.36,13.22
CELL_00909,45.7253,9.3979,286.8,Olgiate Molgora,Olgiate Centro,36.677,8.16,S_OLGIATE_FS,998.0,12.47,12.48
CELL_00910,45.7253,9.3992,285.4,Olgiate Molgora,Olgiate Centro,39.385,8.76,S_OLGIATE_FS,939.0,11.74,11.81
CELL_00911,45.7253,9.4005,284.8,Olgiate Molgora,Olgiate Centro,41.054,9.13,S_OLGIATE_FS,894.0,11.18,11.27
CELL_00912,45.7253,9.4018,277.9,Calco,Calco Centro,47.948,9.26,S_OLGIATE_FS,865.3,10.82,11.22
CELL_00913,45.7253,9.4031,279.0,Calco,Calco Centro,59.714,11.54,S_OLGIATE_FS,854.4,10.68,11.04
CELL_00914,45.7253,9.4044,278.8,Calco,Calco Centro,74.492,14.39,S_CALCO_NAZ,787.0,9.84,9.89
CELL_00915,45.7253,9.4057,278.3,Calco,Calco Centro,93.06,17.98,S_CALCO_NAZ,662.6,8.28,8.36
CELL_00916,45.7253,9.407,279.2,Calco,Calco Centro,115.252,22.27,S_CALCO_NAZ,539.2,6.74,6.77
CELL_00917,45.7253,9.4083,280.4,Calco,Calco Centro,143.164,27.66,S_CALCO_NAZ,417.4,5.22,5.2
CELL_00918,45.7253,9.4096,282.8,Calco,Calco Centro,176.403,34.08,S_CALCO_NAZ,299.3,3.74,3.62
CELL_00919,45.7253,9.4109,281.3,Calco,Calco Centro,212.937,41.14,S_CALCO_NAZ,192.0,2.4,2.34
CELL_00920,45.7253,9.4122,279.7,Calco,Calco Centro,239.384,46.25,S_CALCO_NAZ,126.5,1.58,1.59
CELL_00921,45.7253,9.4135,281.5,Calco,Calco Centro,223.778,43.23,S_CALCO_NAZ,164.5,2.06,1.99
CELL_00922,45.7253,9.4148,278.0,Calco,Calco Centro,187.284,36.18,S_CALCO_CHIESA,111.1,1.39,1.9
CELL_00923,45.7253,9.4161,277.2,Calco,Calco Centro,152.549,29.47,S_CALCO_CHIESA,168.2,2.1,2.63
CELL_00924,45.7253,9.4174,275.0,Calco,Calco Centro,123.547,23.87,S_CALCO_CHIESA,275.9,3.45,4.07
CELL_00925,45.7253,9.4187,317.9,Calco,Calco Superiore,19.433,3.75,S_CALCO_CHIESA,394.8,4.93,4.53
CELL_00926,45.7253,9.42,313.3,Calco,Calco Superiore,19.378,3.74,S_CALCO_CHIESA,517.1,6.46,5.45
CELL_00927,45.7253,9.4213,313.4,Calco,Calco Superiore,18.047,3.49,S_CALCO_CHIESA,641.0,8.01,6.98
CELL_00928,45.7253,9.4226,324.7,Calco,Calco Superiore,16.506,3.19,S_CALCO_SUP,599.3,7.49,7.5
CELL_00929,45.7253,9.4239,321.0,Calco,Calco Superiore,14.456,2.79,S_CALCO_SUP,677.1,8.46,8.64
CELL_00930,45.7253,9.4252,316.9,Calco,Calco Superiore,12.473,2.41,S_CALCO_SUP,767.9,9.6,9.96
CELL_00931,45.7253,9.4265,320.6,Calco,Calco Superiore,10.166,1.96,S_CALCO_SUP,867.7,10.85,11.04
CELL_00932,45.7253,9.4278,324.3,Calco,Calco Superiore,8.701,1.68,S_CALCO_SUP,973.6,12.17,12.2
CELL_00933,45.7253,9.4291,316.3,Calco,Calco Superiore,6.989,1.35,S_ARLATE,1270.3,15.88,13.79
CELL_00934,45.7253,9.4304,316.0,Calco,Calco Superiore,5.738,1.11,S_ARLATE,1247.4,15.59,13.51
CELL_00935,45.7253,9.4317,272.3,Calco,Arlate,10.623,2.05,S_ARLATE,1237.0,15.46,15.15
CELL_00936,45.7253,9.433,265.4,Calco,Arlate,10.712,2.07,S_ARLATE,1239.5,15.49,15.48
CELL_00937,45.7253,9.4343,260.9,Calco,Arlate,10.464,2.02,S_ARLATE,1254.7,15.68,15.86
CELL_00938,45.7253,9.4356,265.1,Calco,Arlate,10.079,1.95,S_ARLATE,1282.3,16.03,16.02
CELL_00939,45.7253,9.4369,268.9,Calco,Arlate,9.274,1.79,S_ARLATE,1321.4,16.52,16.35
CELL_00940,45.7253,9.4382,267.7,Calco,Arlate,8.389,1.62,S_ARLATE,1371.0,17.14,17.02
CELL_00941,45.7253,9.4395,269.5,Calco,Arlate,7.792,1.51,S_ARLATE,1430.1,17.88,17.68
CELL_00942,45.7253,9.4408,270.5,Calco,Arlate,6.96,1.34,S_ARLATE,1497.6,18.72,18.48
CELL_00943,45.7253,9.4421,271.4,Calco,Arlate,6.201,1.2,S_ARLATE,1572.3,19.65,19.38
CELL_00944,45.7253,9.4434,269.3,Calco,Arlate,5.163,1.0,S_ARLATE,1653.3,20.67,20.48
CELL_00945,45.7253,9.4447,265.9,Calco,Arlate,4.488,0.87,S_ARLATE,1739.6,21.75,21.71
CELL_00946,45.7262,9.3654,360.1,Olgiate Molgora,San Zeno,3.304,0.73,S_SAN_ZENO,1633.6,20.42,20.64
CELL_00947,45.7262,9.3667,361.7,Olgiate Molgora,San Zeno,4.123,0.92,S_SAN_ZENO,1508.3,18.85,19.0
CELL_00948,45.7262,9.368,364.7,Olgiate Molgora,San Zeno,5.431,1.21,S_SAN_ZENO,1383.2,17.29,17.3
CELL_00949,45.7262,9.3693,362.3,Olgiate Molgora,San Zeno,6.485,1.44,S_SAN_ZENO,1258.3,15.73,15.85
CELL_00950,45.7262,9.3706,364.6,Olgiate Molgora,San Zeno,7.957,1.77,S_SAN_ZENO,1133.7,14.17,14.19
